ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000038086	ENSMUST00000042790
ENSMUSG00000075124	ENSMUST00000102619
ENSMUSG00000085803	ENSMUST00000148364
ENSMUSG00000085802	ENSMUST00000135583
ENSMUSG00000065055	ENSMUST00000083121
ENSMUSG00000065057	ENSMUST00000083123
ENSMUSG00000065050	ENSMUST00000083116
ENSMUSG00000065053	ENSMUST00000083119
ENSMUSG00000060024	ENSMUST00000076897
ENSMUSG00000101831	ENSMUST00000185869
ENSMUSG00000075126	ENSMUST00000099824
ENSMUSG00000091031	ENSMUST00000168135
ENSMUSG00000018776	ENSMUST00000102586
ENSMUSG00000091037	ENSMUST00000170317
ENSMUSG00000091039	ENSMUST00000169954
ENSMUSG00000032621	ENSMUST00000074616
ENSMUSG00000038048	ENSMUST00000076038
ENSMUSG00000102939	ENSMUST00000194817
ENSMUSG00000102933	ENSMUST00000192400
ENSMUSG00000102932	ENSMUST00000193704
ENSMUSG00000102931	ENSMUST00000191877
ENSMUSG00000102930	ENSMUST00000194317
ENSMUSG00000102937	ENSMUST00000193873
ENSMUSG00000102936	ENSMUST00000191767
ENSMUSG00000102935	ENSMUST00000192514
ENSMUSG00000052852	ENSMUST00000121469
ENSMUSG00000052850	ENSMUST00000064932
ENSMUSG00000038044	ENSMUST00000045016
ENSMUSG00000105206	ENSMUST00000198525
ENSMUSG00000088451	ENSMUST00000157826
ENSMUSG00000103088	ENSMUST00000003599
ENSMUSG00000103089	ENSMUST00000192052
ENSMUSG00000083406	ENSMUST00000117225
ENSMUSG00000103084	ENSMUST00000192027
ENSMUSG00000103085	ENSMUST00000195506
ENSMUSG00000103086	ENSMUST00000193213
ENSMUSG00000103087	ENSMUST00000192679
ENSMUSG00000103080	ENSMUST00000194990
ENSMUSG00000088453	ENSMUST00000157828
ENSMUSG00000103082	ENSMUST00000191710
ENSMUSG00000053101	ENSMUST00000065335
ENSMUSG00000038042	ENSMUST00000035824
ENSMUSG00000083402	ENSMUST00000120307
ENSMUSG00000076630	ENSMUST00000103439
ENSMUSG00000076632	ENSMUST00000103441
ENSMUSG00000022915	ENSMUST00000143671
ENSMUSG00000086179	ENSMUST00000151754
ENSMUSG00000100578	ENSMUST00000186967
ENSMUSG00000086170	ENSMUST00000136288
ENSMUSG00000100577	ENSMUST00000187071
ENSMUSG00000086174	ENSMUST00000136332
ENSMUSG00000086175	ENSMUST00000148657
ENSMUSG00000100573	ENSMUST00000190550
ENSMUSG00000086177	ENSMUST00000131690
ENSMUSG00000063661	ENSMUST00000063292
ENSMUSG00000019820	ENSMUST00000076817
ENSMUSG00000019826	ENSMUST00000080771
ENSMUSG00000063590	ENSMUST00000065651
ENSMUSG00000022809	ENSMUST00000023504
ENSMUSG00000054457	ENSMUST00000145985
ENSMUSG00000054450	ENSMUST00000067523
ENSMUSG00000054452	ENSMUST00000002518
ENSMUSG00000096978	ENSMUST00000181867
ENSMUSG00000054459	ENSMUST00000072299
ENSMUSG00000020219	ENSMUST00000020440
ENSMUSG00000096351	ENSMUST00000179919
ENSMUSG00000096350	ENSMUST00000175120
ENSMUSG00000096353	ENSMUST00000179604
ENSMUSG00000096352	ENSMUST00000177687
ENSMUSG00000096354	ENSMUST00000121570
ENSMUSG00000096357	ENSMUST00000178844
ENSMUSG00000096356	ENSMUST00000072290
ENSMUSG00000096359	ENSMUST00000178367
ENSMUSG00000096358	ENSMUST00000180280
ENSMUSG00000101839	ENSMUST00000189329
ENSMUSG00000101622	ENSMUST00000188059
ENSMUSG00000101623	ENSMUST00000190467
ENSMUSG00000101621	ENSMUST00000186088
ENSMUSG00000101624	ENSMUST00000185504
ENSMUSG00000101625	ENSMUST00000186823
ENSMUSG00000101628	ENSMUST00000185516
ENSMUSG00000101629	ENSMUST00000185738
ENSMUSG00000104058	ENSMUST00000193196
ENSMUSG00000104059	ENSMUST00000191789
ENSMUSG00000104052	ENSMUST00000194136
ENSMUSG00000104053	ENSMUST00000195297
ENSMUSG00000104050	ENSMUST00000191978
ENSMUSG00000104051	ENSMUST00000192085
ENSMUSG00000104056	ENSMUST00000192739
ENSMUSG00000104057	ENSMUST00000194311
ENSMUSG00000104054	ENSMUST00000192449
ENSMUSG00000031372	ENSMUST00000033738
ENSMUSG00000071629	ENSMUST00000096201
ENSMUSG00000062310	ENSMUST00000067625
ENSMUSG00000062314	ENSMUST00000081520
ENSMUSG00000062319	ENSMUST00000076071
ENSMUSG00000096448	ENSMUST00000178090
ENSMUSG00000030651	ENSMUST00000063920
ENSMUSG00000074564	ENSMUST00000099050
ENSMUSG00000073716	ENSMUST00000094493
ENSMUSG00000076050	ENSMUST00000102095
ENSMUSG00000060811	ENSMUST00000074116
ENSMUSG00000060816	ENSMUST00000079832
ENSMUSG00000003227	ENSMUST00000003312
ENSMUSG00000003226	ENSMUST00000003310
ENSMUSG00000003228	ENSMUST00000003313
ENSMUSG00000089258	ENSMUST00000158633
ENSMUSG00000089259	ENSMUST00000158634
ENSMUSG00000105019	ENSMUST00000197729
ENSMUSG00000105018	ENSMUST00000196721
ENSMUSG00000105015	ENSMUST00000196903
ENSMUSG00000089251	ENSMUST00000158626
ENSMUSG00000105017	ENSMUST00000198729
ENSMUSG00000105016	ENSMUST00000200539
ENSMUSG00000105011	ENSMUST00000196743
ENSMUSG00000105010	ENSMUST00000198317
ENSMUSG00000089256	ENSMUST00000158631
ENSMUSG00000105012	ENSMUST00000200057
ENSMUSG00000042848	ENSMUST00000061756
ENSMUSG00000042845	ENSMUST00000051272
ENSMUSG00000042595	ENSMUST00000047852
ENSMUSG00000088128	ENSMUST00000157503
ENSMUSG00000083319	ENSMUST00000121910
ENSMUSG00000077488	ENSMUST00000104300
ENSMUSG00000083317	ENSMUST00000122217
ENSMUSG00000083316	ENSMUST00000117397
ENSMUSG00000083315	ENSMUST00000122429
ENSMUSG00000088122	ENSMUST00000157497
ENSMUSG00000088124	ENSMUST00000157499
ENSMUSG00000043463	ENSMUST00000058814
ENSMUSG00000088126	ENSMUST00000157501
ENSMUSG00000035239	ENSMUST00000036331
ENSMUSG00000035237	ENSMUST00000038896
ENSMUSG00000070641	ENSMUST00000094550
ENSMUSG00000039084	ENSMUST00000040418
ENSMUSG00000075380	ENSMUST00000100147
ENSMUSG00000075383	ENSMUST00000100150
ENSMUSG00000075382	ENSMUST00000100149
ENSMUSG00000075384	ENSMUST00000100151
ENSMUSG00000075387	ENSMUST00000100154
ENSMUSG00000028407	ENSMUST00000129758
ENSMUSG00000102542	ENSMUST00000195109
ENSMUSG00000102540	ENSMUST00000191858
ENSMUSG00000102541	ENSMUST00000195068
ENSMUSG00000102546	ENSMUST00000194568
ENSMUSG00000102547	ENSMUST00000194775
ENSMUSG00000048378	ENSMUST00000052668
ENSMUSG00000102548	ENSMUST00000180995
ENSMUSG00000102549	ENSMUST00000193735
ENSMUSG00000048379	ENSMUST00000065562
ENSMUSG00000077718	ENSMUST00000104530
ENSMUSG00000077719	ENSMUST00000104531
ENSMUSG00000077714	ENSMUST00000104526
ENSMUSG00000077716	ENSMUST00000104528
ENSMUSG00000077717	ENSMUST00000104529
ENSMUSG00000077710	ENSMUST00000104522
ENSMUSG00000077711	ENSMUST00000104523
ENSMUSG00000077713	ENSMUST00000104525
ENSMUSG00000045104	ENSMUST00000060477
ENSMUSG00000045107	ENSMUST00000059666
ENSMUSG00000045109	ENSMUST00000055121
ENSMUSG00000068083	ENSMUST00000055721
ENSMUSG00000044857	ENSMUST00000055117
ENSMUSG00000084924	ENSMUST00000120171
ENSMUSG00000084927	ENSMUST00000148411
ENSMUSG00000084921	ENSMUST00000132130
ENSMUSG00000084920	ENSMUST00000153701
ENSMUSG00000084923	ENSMUST00000146928
ENSMUSG00000098631	ENSMUST00000183708
ENSMUSG00000084929	ENSMUST00000152384
ENSMUSG00000098632	ENSMUST00000184907
ENSMUSG00000082196	ENSMUST00000120090
ENSMUSG00000082194	ENSMUST00000121512
ENSMUSG00000082195	ENSMUST00000121342
ENSMUSG00000087344	ENSMUST00000140421
ENSMUSG00000087345	ENSMUST00000133981
ENSMUSG00000082190	ENSMUST00000117993
ENSMUSG00000087347	ENSMUST00000145068
ENSMUSG00000087348	ENSMUST00000132849
ENSMUSG00000087349	ENSMUST00000147066
ENSMUSG00000082198	ENSMUST00000119391
ENSMUSG00000082199	ENSMUST00000120136
ENSMUSG00000055416	ENSMUST00000068987
ENSMUSG00000082476	ENSMUST00000118824
ENSMUSG00000032274	ENSMUST00000034811
ENSMUSG00000079654	ENSMUST00000159200
ENSMUSG00000050425	ENSMUST00000052730
ENSMUSG00000090356	ENSMUST00000170665
ENSMUSG00000100519	ENSMUST00000187654
ENSMUSG00000100413	ENSMUST00000190786
ENSMUSG00000050107	ENSMUST00000052140
ENSMUSG00000050102	ENSMUST00000060603
ENSMUSG00000081427	ENSMUST00000122005
ENSMUSG00000086430	ENSMUST00000145585
ENSMUSG00000086433	ENSMUST00000126902
ENSMUSG00000086432	ENSMUST00000130054
ENSMUSG00000081423	ENSMUST00000121696
ENSMUSG00000081422	ENSMUST00000119484
ENSMUSG00000086437	ENSMUST00000135716
ENSMUSG00000086436	ENSMUST00000118989
ENSMUSG00000086439	ENSMUST00000145127
ENSMUSG00000081429	ENSMUST00000118179
ENSMUSG00000081428	ENSMUST00000120548
ENSMUSG00000059429	ENSMUST00000074168
ENSMUSG00000059422	ENSMUST00000182917
ENSMUSG00000041737	ENSMUST00000048050
ENSMUSG00000041736	ENSMUST00000047419
ENSMUSG00000041735	ENSMUST00000036876
ENSMUSG00000096523	ENSMUST00000179050
ENSMUSG00000047777	ENSMUST00000055688
ENSMUSG00000094351	ENSMUST00000179028
ENSMUSG00000058590	ENSMUST00000081488
ENSMUSG00000084147	ENSMUST00000122187
ENSMUSG00000057577	ENSMUST00000079568
ENSMUSG00000095440	ENSMUST00000178140
ENSMUSG00000103136	ENSMUST00000194420
ENSMUSG00000092494	ENSMUST00000173178
ENSMUSG00000080774	ENSMUST00000120745
ENSMUSG00000080775	ENSMUST00000119727
ENSMUSG00000080776	ENSMUST00000119853
ENSMUSG00000092495	ENSMUST00000174002
ENSMUSG00000080770	ENSMUST00000121002
ENSMUSG00000080771	ENSMUST00000121375
ENSMUSG00000080772	ENSMUST00000120410
ENSMUSG00000080773	ENSMUST00000119689
ENSMUSG00000095444	ENSMUST00000179560
ENSMUSG00000051172	ENSMUST00000050599
ENSMUSG00000080778	ENSMUST00000118327
ENSMUSG00000080779	ENSMUST00000118088
ENSMUSG00000095445	ENSMUST00000164729
ENSMUSG00000095446	ENSMUST00000178753
ENSMUSG00000092908	ENSMUST00000175167
ENSMUSG00000092909	ENSMUST00000175168
ENSMUSG00000047197	ENSMUST00000062931
ENSMUSG00000092901	ENSMUST00000175160
ENSMUSG00000092903	ENSMUST00000175162
ENSMUSG00000092905	ENSMUST00000175164
ENSMUSG00000092906	ENSMUST00000175165
ENSMUSG00000092907	ENSMUST00000175166
ENSMUSG00000082435	ENSMUST00000120998
ENSMUSG00000033278	ENSMUST00000037974
ENSMUSG00000082437	ENSMUST00000120552
ENSMUSG00000082436	ENSMUST00000122145
ENSMUSG00000082431	ENSMUST00000117372
ENSMUSG00000082430	ENSMUST00000118702
ENSMUSG00000082433	ENSMUST00000122415
ENSMUSG00000082432	ENSMUST00000117895
ENSMUSG00000100873	ENSMUST00000187801
ENSMUSG00000100874	ENSMUST00000186490
ENSMUSG00000084107	ENSMUST00000118624
ENSMUSG00000084106	ENSMUST00000120149
ENSMUSG00000084105	ENSMUST00000119355
ENSMUSG00000084104	ENSMUST00000120849
ENSMUSG00000089755	ENSMUST00000159031
ENSMUSG00000095489	ENSMUST00000179274
ENSMUSG00000084101	ENSMUST00000120765
ENSMUSG00000095484	ENSMUST00000072219
ENSMUSG00000095486	ENSMUST00000170808
ENSMUSG00000095482	ENSMUST00000082886
ENSMUSG00000084108	ENSMUST00000120182
ENSMUSG00000094681	ENSMUST00000180247
ENSMUSG00000094680	ENSMUST00000105197
ENSMUSG00000094683	ENSMUST00000177652
ENSMUSG00000094685	ENSMUST00000179862
ENSMUSG00000094684	ENSMUST00000174431
ENSMUSG00000094687	ENSMUST00000095425
ENSMUSG00000094686	ENSMUST00000095114
ENSMUSG00000094689	ENSMUST00000103548
ENSMUSG00000094688	ENSMUST00000178635
ENSMUSG00000065528	ENSMUST00000083594
ENSMUSG00000065529	ENSMUST00000083595
ENSMUSG00000050926	ENSMUST00000115057
ENSMUSG00000065526	ENSMUST00000083592
ENSMUSG00000065527	ENSMUST00000083593
ENSMUSG00000065520	ENSMUST00000083586
ENSMUSG00000065523	ENSMUST00000083589
ENSMUSG00000081162	ENSMUST00000118094
ENSMUSG00000081163	ENSMUST00000122353
ENSMUSG00000081160	ENSMUST00000118213
ENSMUSG00000081161	ENSMUST00000121425
ENSMUSG00000081166	ENSMUST00000122223
ENSMUSG00000106639	ENSMUST00000199065
ENSMUSG00000081164	ENSMUST00000121466
ENSMUSG00000081165	ENSMUST00000119549
ENSMUSG00000106634	ENSMUST00000198676
ENSMUSG00000106635	ENSMUST00000199989
ENSMUSG00000081168	ENSMUST00000121036
ENSMUSG00000081169	ENSMUST00000122073
ENSMUSG00000106630	ENSMUST00000199327
ENSMUSG00000106632	ENSMUST00000199819
ENSMUSG00000106633	ENSMUST00000198577
ENSMUSG00000085852	ENSMUST00000137073
ENSMUSG00000085853	ENSMUST00000148132
ENSMUSG00000094538	ENSMUST00000179825
ENSMUSG00000085856	ENSMUST00000127483
ENSMUSG00000085857	ENSMUST00000152863
ENSMUSG00000094533	ENSMUST00000103466
ENSMUSG00000094532	ENSMUST00000168926
ENSMUSG00000085858	ENSMUST00000156195
ENSMUSG00000094530	ENSMUST00000180210
ENSMUSG00000094537	ENSMUST00000179060
ENSMUSG00000094535	ENSMUST00000077347
ENSMUSG00000094534	ENSMUST00000178122
ENSMUSG00000083454	ENSMUST00000117838
ENSMUSG00000091337	ENSMUST00000164756
ENSMUSG00000083456	ENSMUST00000122287
ENSMUSG00000083457	ENSMUST00000119563
ENSMUSG00000083450	ENSMUST00000120480
ENSMUSG00000083451	ENSMUST00000119101
ENSMUSG00000083452	ENSMUST00000122351
ENSMUSG00000083453	ENSMUST00000120235
ENSMUSG00000102260	ENSMUST00000191632
ENSMUSG00000083458	ENSMUST00000117826
ENSMUSG00000108566	ENSMUST00000206800
ENSMUSG00000108567	ENSMUST00000206811
ENSMUSG00000108564	ENSMUST00000207024
ENSMUSG00000108562	ENSMUST00000206486
ENSMUSG00000108563	ENSMUST00000206776
ENSMUSG00000108560	ENSMUST00000205567
ENSMUSG00000108561	ENSMUST00000205602
ENSMUSG00000023070	ENSMUST00000023832
ENSMUSG00000108568	ENSMUST00000205749
ENSMUSG00000045842	ENSMUST00000061746
ENSMUSG00000099105	ENSMUST00000184606
ENSMUSG00000099107	ENSMUST00000183987
ENSMUSG00000099106	ENSMUST00000184715
ENSMUSG00000099101	ENSMUST00000184358
ENSMUSG00000099103	ENSMUST00000184559
ENSMUSG00000053475	ENSMUST00000065927
ENSMUSG00000099109	ENSMUST00000184275
ENSMUSG00000053472	ENSMUST00000121169
ENSMUSG00000070101	ENSMUST00000093593
ENSMUSG00000091481	ENSMUST00000165748
ENSMUSG00000091483	ENSMUST00000162728
ENSMUSG00000091486	ENSMUST00000168278
ENSMUSG00000091487	ENSMUST00000167028
ENSMUSG00000100773	ENSMUST00000190147
ENSMUSG00000100772	ENSMUST00000189453
ENSMUSG00000100770	ENSMUST00000190678
ENSMUSG00000100777	ENSMUST00000187352
ENSMUSG00000100776	ENSMUST00000185699
ENSMUSG00000100775	ENSMUST00000190910
ENSMUSG00000100774	ENSMUST00000185915
ENSMUSG00000100779	ENSMUST00000186169
ENSMUSG00000078240	ENSMUST00000105038
ENSMUSG00000096597	ENSMUST00000178391
ENSMUSG00000096596	ENSMUST00000178168
ENSMUSG00000096595	ENSMUST00000179530
ENSMUSG00000096593	ENSMUST00000086210
ENSMUSG00000096592	ENSMUST00000120920
ENSMUSG00000096591	ENSMUST00000179425
ENSMUSG00000096599	ENSMUST00000178297
ENSMUSG00000107277	ENSMUST00000202073
ENSMUSG00000107276	ENSMUST00000202512
ENSMUSG00000107273	ENSMUST00000201911
ENSMUSG00000107270	ENSMUST00000201864
ENSMUSG00000107279	ENSMUST00000202611
ENSMUSG00000107278	ENSMUST00000202081
ENSMUSG00000092687	ENSMUST00000174946
ENSMUSG00000092686	ENSMUST00000174945
ENSMUSG00000092683	ENSMUST00000174942
ENSMUSG00000092680	ENSMUST00000174939
ENSMUSG00000099819	ENSMUST00000189087
ENSMUSG00000099818	ENSMUST00000188622
ENSMUSG00000099813	ENSMUST00000190145
ENSMUSG00000099812	ENSMUST00000189823
ENSMUSG00000099810	ENSMUST00000185716
ENSMUSG00000099817	ENSMUST00000188216
ENSMUSG00000099816	ENSMUST00000190725
ENSMUSG00000099815	ENSMUST00000191031
ENSMUSG00000064477	ENSMUST00000082543
ENSMUSG00000064471	ENSMUST00000082537
ENSMUSG00000094102	ENSMUST00000103472
ENSMUSG00000012017	ENSMUST00000012161
ENSMUSG00000064472	ENSMUST00000082538
ENSMUSG00000081852	ENSMUST00000119536
ENSMUSG00000062252	ENSMUST00000080780
ENSMUSG00000093228	ENSMUST00000175487
ENSMUSG00000093226	ENSMUST00000175485
ENSMUSG00000093227	ENSMUST00000175486
ENSMUSG00000093224	ENSMUST00000175483
ENSMUSG00000093223	ENSMUST00000175482
ENSMUSG00000093221	ENSMUST00000175480
ENSMUSG00000105653	ENSMUST00000200461
ENSMUSG00000105651	ENSMUST00000198307
ENSMUSG00000105650	ENSMUST00000199480
ENSMUSG00000105657	ENSMUST00000196019
ENSMUSG00000105656	ENSMUST00000198296
ENSMUSG00000105655	ENSMUST00000196955
ENSMUSG00000105654	ENSMUST00000196011
ENSMUSG00000105659	ENSMUST00000196088
ENSMUSG00000105658	ENSMUST00000200676
ENSMUSG00000094943	ENSMUST00000116792
ENSMUSG00000094940	ENSMUST00000103551
ENSMUSG00000094941	ENSMUST00000179021
ENSMUSG00000094946	ENSMUST00000178653
ENSMUSG00000094947	ENSMUST00000101582
ENSMUSG00000094945	ENSMUST00000179915
ENSMUSG00000094948	ENSMUST00000098035
ENSMUSG00000094949	ENSMUST00000072114
ENSMUSG00000029112	ENSMUST00000173348
ENSMUSG00000108528	ENSMUST00000205708
ENSMUSG00000057817	ENSMUST00000081236
ENSMUSG00000028642	ENSMUST00000030394
ENSMUSG00000102380	ENSMUST00000193617
ENSMUSG00000102381	ENSMUST00000194349
ENSMUSG00000102382	ENSMUST00000192540
ENSMUSG00000102383	ENSMUST00000194093
ENSMUSG00000102384	ENSMUST00000191751
ENSMUSG00000102385	ENSMUST00000192790
ENSMUSG00000102386	ENSMUST00000193912
ENSMUSG00000102387	ENSMUST00000192319
ENSMUSG00000022491	ENSMUST00000023134
ENSMUSG00000102389	ENSMUST00000191913
ENSMUSG00000022496	ENSMUST00000023140
ENSMUSG00000073971	ENSMUST00000098221
ENSMUSG00000028398	ENSMUST00000030103
ENSMUSG00000025147	ENSMUST00000084418
ENSMUSG00000049832	ENSMUST00000173786
ENSMUSG00000067928	ENSMUST00000073312
ENSMUSG00000067929	ENSMUST00000072133
ENSMUSG00000000532	ENSMUST00000000544
ENSMUSG00000087106	ENSMUST00000133815
ENSMUSG00000103168	ENSMUST00000195683
ENSMUSG00000087102	ENSMUST00000154297
ENSMUSG00000087103	ENSMUST00000137714
ENSMUSG00000087100	ENSMUST00000136486
ENSMUSG00000103163	ENSMUST00000194121
ENSMUSG00000103162	ENSMUST00000192397
ENSMUSG00000103161	ENSMUST00000195166
ENSMUSG00000103160	ENSMUST00000194287
ENSMUSG00000103167	ENSMUST00000191943
ENSMUSG00000103166	ENSMUST00000192625
ENSMUSG00000087108	ENSMUST00000141455
ENSMUSG00000103164	ENSMUST00000192996
ENSMUSG00000077282	ENSMUST00000104094
ENSMUSG00000094303	ENSMUST00000110576
ENSMUSG00000067925	ENSMUST00000088779
ENSMUSG00000052468	ENSMUST00000029034
ENSMUSG00000094309	ENSMUST00000178070
ENSMUSG00000085694	ENSMUST00000153483
ENSMUSG00000100996	ENSMUST00000189835
ENSMUSG00000106582	ENSMUST00000197686
ENSMUSG00000099140	ENSMUST00000184699
ENSMUSG00000085695	ENSMUST00000151101
ENSMUSG00000099143	ENSMUST00000184983
ENSMUSG00000099142	ENSMUST00000184998
ENSMUSG00000106587	ENSMUST00000198228
ENSMUSG00000054951	ENSMUST00000068258
ENSMUSG00000049164	ENSMUST00000050092
ENSMUSG00000019297	ENSMUST00000019441
ENSMUSG00000089344	ENSMUST00000158719
ENSMUSG00000089345	ENSMUST00000158720
ENSMUSG00000098068	ENSMUST00000182688
ENSMUSG00000091373	ENSMUST00000172895
ENSMUSG00000024583	ENSMUST00000025476
ENSMUSG00000077178	ENSMUST00000103990
ENSMUSG00000077174	ENSMUST00000103986
ENSMUSG00000077175	ENSMUST00000103987
ENSMUSG00000077176	ENSMUST00000103988
ENSMUSG00000077177	ENSMUST00000103989
ENSMUSG00000077171	ENSMUST00000103983
ENSMUSG00000077172	ENSMUST00000103984
ENSMUSG00000094007	ENSMUST00000180244
ENSMUSG00000089348	ENSMUST00000158723
ENSMUSG00000105724	ENSMUST00000200081
ENSMUSG00000094005	ENSMUST00000179122
ENSMUSG00000094003	ENSMUST00000180096
ENSMUSG00000004054	ENSMUST00000004156
ENSMUSG00000046070	ENSMUST00000050714
ENSMUSG00000094001	ENSMUST00000164409
ENSMUSG00000077287	ENSMUST00000104099
ENSMUSG00000072673	ENSMUST00000100807
ENSMUSG00000077283	ENSMUST00000104095
ENSMUSG00000077280	ENSMUST00000104092
ENSMUSG00000077281	ENSMUST00000104093
ENSMUSG00000077288	ENSMUST00000104100
ENSMUSG00000077289	ENSMUST00000104101
ENSMUSG00000104249	ENSMUST00000195085
ENSMUSG00000104248	ENSMUST00000195389
ENSMUSG00000104243	ENSMUST00000195484
ENSMUSG00000104242	ENSMUST00000195444
ENSMUSG00000104241	ENSMUST00000194242
ENSMUSG00000104240	ENSMUST00000194501
ENSMUSG00000104247	ENSMUST00000194103
ENSMUSG00000104245	ENSMUST00000192285
ENSMUSG00000104244	ENSMUST00000195805
ENSMUSG00000058921	ENSMUST00000078748
ENSMUSG00000058922	ENSMUST00000168019
ENSMUSG00000058923	ENSMUST00000079669
ENSMUSG00000058927	ENSMUST00000073080
ENSMUSG00000089197	ENSMUST00000158572
ENSMUSG00000089195	ENSMUST00000158570
ENSMUSG00000089194	ENSMUST00000158569
ENSMUSG00000089191	ENSMUST00000158566
ENSMUSG00000089190	ENSMUST00000158565
ENSMUSG00000089199	ENSMUST00000158574
ENSMUSG00000074485	ENSMUST00000098958
ENSMUSG00000074486	ENSMUST00000098956
ENSMUSG00000074480	ENSMUST00000172699
ENSMUSG00000074482	ENSMUST00000159522
ENSMUSG00000074737	ENSMUST00000099264
ENSMUSG00000074735	ENSMUST00000063463
ENSMUSG00000074731	ENSMUST00000109914
ENSMUSG00000080368	ENSMUST00000116718
ENSMUSG00000080367	ENSMUST00000116717
ENSMUSG00000080366	ENSMUST00000116716
ENSMUSG00000080365	ENSMUST00000116715
ENSMUSG00000080364	ENSMUST00000116714
ENSMUSG00000080363	ENSMUST00000116713
ENSMUSG00000074739	ENSMUST00000099266
ENSMUSG00000080360	ENSMUST00000116710
ENSMUSG00000084477	ENSMUST00000122528
ENSMUSG00000084476	ENSMUST00000122527
ENSMUSG00000084475	ENSMUST00000122526
ENSMUSG00000084473	ENSMUST00000122524
ENSMUSG00000084472	ENSMUST00000122523
ENSMUSG00000083064	ENSMUST00000117121
ENSMUSG00000085792	ENSMUST00000155217
ENSMUSG00000083063	ENSMUST00000117216
ENSMUSG00000083069	ENSMUST00000117454
ENSMUSG00000077317	ENSMUST00000104129
ENSMUSG00000069270	ENSMUST00000171127
ENSMUSG00000077318	ENSMUST00000104130
ENSMUSG00000069272	ENSMUST00000102969
ENSMUSG00000069273	ENSMUST00000105107
ENSMUSG00000069274	ENSMUST00000102971
ENSMUSG00000069276	ENSMUST00000091715
ENSMUSG00000042426	ENSMUST00000038574
ENSMUSG00000083128	ENSMUST00000120700
ENSMUSG00000083129	ENSMUST00000118245
ENSMUSG00000083124	ENSMUST00000117681
ENSMUSG00000083126	ENSMUST00000118814
ENSMUSG00000083127	ENSMUST00000121164
ENSMUSG00000083120	ENSMUST00000118879
ENSMUSG00000083121	ENSMUST00000119683
ENSMUSG00000083122	ENSMUST00000117320
ENSMUSG00000083123	ENSMUST00000122268
ENSMUSG00000046668	ENSMUST00000060722
ENSMUSG00000093323	ENSMUST00000175582
ENSMUSG00000035007	ENSMUST00000040561
ENSMUSG00000035004	ENSMUST00000047194
ENSMUSG00000075465	ENSMUST00000100294
ENSMUSG00000075469	ENSMUST00000168370
ENSMUSG00000094918	ENSMUST00000099518
ENSMUSG00000077903	ENSMUST00000104710
ENSMUSG00000077902	ENSMUST00000104709
ENSMUSG00000078737	ENSMUST00000108009
ENSMUSG00000078735	ENSMUST00000108006
ENSMUSG00000101690	ENSMUST00000185212
ENSMUSG00000045314	ENSMUST00000061328
ENSMUSG00000045316	ENSMUST00000049642
ENSMUSG00000045318	ENSMUST00000049545
ENSMUSG00000075524	ENSMUST00000100396
ENSMUSG00000042428	ENSMUST00000044970
ENSMUSG00000001349	ENSMUST00000001384
ENSMUSG00000040364	ENSMUST00000040636
ENSMUSG00000024376	ENSMUST00000025234
ENSMUSG00000024379	ENSMUST00000025237
ENSMUSG00000055547	ENSMUST00000068875
ENSMUSG00000059674	ENSMUST00000067784
ENSMUSG00000051041	ENSMUST00000120990
ENSMUSG00000041949	ENSMUST00000048359
ENSMUSG00000095754	ENSMUST00000177990
ENSMUSG00000057945	ENSMUST00000169993
ENSMUSG00000083958	ENSMUST00000118994
ENSMUSG00000083955	ENSMUST00000120185
ENSMUSG00000083954	ENSMUST00000118344
ENSMUSG00000083957	ENSMUST00000117326
ENSMUSG00000083956	ENSMUST00000119806
ENSMUSG00000083951	ENSMUST00000122371
ENSMUSG00000083950	ENSMUST00000119028
ENSMUSG00000083953	ENSMUST00000121009
ENSMUSG00000100947	ENSMUST00000187805
ENSMUSG00000066443	ENSMUST00000155008
ENSMUSG00000085467	ENSMUST00000130117
ENSMUSG00000085466	ENSMUST00000115986
ENSMUSG00000085465	ENSMUST00000145372
